step,standard_x,noetics_x,effective_dimension,geometric_alignment
63,0.3165979325370334,1.0,1.0,14.089630315825985
64,0.789410703306233,1.0,1.0,14.175024214764727
65,0.6299708566842291,1.0,1.0,14.256851423091723
66,0.9297525547137232,1.0,1.0,14.31794722064912
67,0.2799121595496623,1.0,1.0,14.374855967121226
68,0.75766140902554,1.0,1.0,14.448322609202792
69,0.7437713317686736,1.0,1.0,14.500104009743612
70,0.8125049091103376,1.0,1.0,14.585174834544363
71,0.608709856438017,1.0,1.0,14.653355733897664
72,0.9545645238682037,1.0,1.0,14.731773920326042
73,0.12932252487100862,1.0,1.0,14.800482978310614
74,0.38550378110741457,1.0,1.0,14.856030117757586
75,0.8688517488707159,1.0,1.0,14.893443878958935
76,0.3903717900168369,1.0,1.0,14.937038272647579
77,0.9272511923659801,1.0,1.0,15.006159731817643
78,0.23421838873940296,1.0,1.0,15.083064715592899
79,0.6857605152151028,1.0,1.0,15.138781925962693
80,0.8334340407013714,1.0,1.0,15.164279477343971
81,0.49133168807378347,1.0,1.0,15.232523015446658
82,0.9195286061002717,1.0,1.0,15.266016818657834
83,0.3080012436158095,1.0,1.0,15.331099927830403
84,0.8580954547289976,1.0,1.0,15.379689978953612
85,0.5124716541577453,1.0,1.0,15.418942731796369
86,0.942411268138484,1.0,1.0,15.447926033586505
87,0.20900832310929093,1.0,1.0,15.493064834135986
88,0.6631717127276632,1.0,1.0,15.514194316679035
89,0.8285397741657524,1.0,1.0,15.524947495616532
90,0.5169078996498933,1.0,1.0,15.527480817005571
91,0.9250000155857161,1.0,1.0,15.549671063421917
92,0.26542768104157666,1.0,1.0,15.593896965023868
93,0.7823872870854185,1.0,1.0,15.624663883059746
94,0.6062537170728666,1.0,1.0,15.643465105285046
95,0.9495472162903987,1.0,1.0,15.640002467422288
96,0.18100015412087783,1.0,1.0,15.670451162681598
97,0.5713953740732653,1.0,1.0,15.694829425838066
98,0.9127184043560438,1.0,1.0,15.69633568486904
99,0.31624492063304227,1.0,1.0,15.706116204056709
100,0.7874543847446683,1.0,1.0,15.705284891527716
101,0.6203959521042457,1.0,1.0,15.696606760713465
102,0.8700736748499658,1.0,1.0,15.705626125372792
103,0.468643570120409,1.0,1.0,15.710176469694671
104,0.9295392328427714,1.0,1.0,15.723364033816331
105,0.2857788998385413,1.0,1.0,15.726508822939932
106,0.7813106327399388,1.0,1.0,15.716881914542139
107,0.6825126572488383,1.0,1.0,15.745940838595072
108,0.8550270119111237,1.0,1.0,15.7387136491698
109,0.42336762941773964,1.0,1.0,15.715578539809885
110,0.8847290195173967,1.0,1.0,15.69241451655376
111,0.3719710477345714,1.0,1.0,15.71010375212342
112,0.8922106159075712,1.0,1.0,15.68740709624137
113,0.3997919122188184,1.0,1.0,15.68499300721031
114,0.9434936053586482,1.0,1.0,15.679155532295288
115,0.22783132944652423,1.0,1.0,15.665768645289392
116,0.5938583377305686,1.0,1.0,15.68439750483848
117,0.8666653398311721,1.0,1.0,15.674470556308822
118,0.35863368012039676,1.0,1.0,15.631274480078883
119,0.8653210329571558,1.0,1.0,15.654634480157902
120,0.4376271529168045,1.0,1.0,15.636690817192079
121,0.9549318359970844,1.0,1.0,15.627158751161746
122,0.15106331370219003,1.0,1.0,15.603821246436441
123,0.4964903804741972,1.0,1.0,15.58953299029952
124,0.935259217728339,1.0,1.0,15.566223997610663
125,0.2519468591846822,1.0,1.0,15.550743735539891
126,0.7313594914868621,1.0,1.0,15.512813984865367
127,0.7944853614703843,1.0,1.0,15.497084173794063
128,0.574100214940872,1.0,1.0,15.471860196836522
129,0.9608017292881456,1.0,1.0,15.46346176073861
130,0.14841737219462978,1.0,1.0,15.449152986929983
131,0.48114749713962124,1.0,1.0,15.442247099554853
132,0.9591072980019058,1.0,1.0,15.423064359282627
133,0.21845635025681698,1.0,1.0,15.396877546479079
134,0.6672127410084775,1.0,1.0,15.365995854622847
135,0.8578411642422791,1.0,1.0,15.33577667586887
136,0.5089693424702075,1.0,1.0,15.30836776612818
137,0.9099958701878235,1.0,1.0,15.283981300764818
138,0.28938271116074776,1.0,1.0,15.260558401412567
139,0.7886920859895249,1.0,1.0,15.22459661978185
140,0.594446662228278,1.0,1.0,15.166653742074416
141,0.8993127804744254,1.0,1.0,15.146406055754454
142,0.35286532442316854,1.0,1.0,15.112347763846977
143,0.8610176188586399,1.0,1.0,15.11716100507254
144,0.4487499749586615,1.0,1.0,15.077604746409666
145,0.9284010843218782,1.0,1.0,15.039508317018823
146,0.2171067853999539,1.0,1.0,14.995484148729503
147,0.6908958208922554,1.0,1.0,14.949318305534726
148,0.758509646345939,1.0,1.0,14.905306971196207
149,0.6805847729865518,1.0,1.0,14.878072044399122
150,0.8241028197490163,1.0,1.0,14.83093821736907
151,0.5523852410607121,1.0,1.0,14.785833672419129
152,0.9085818959779162,1.0,1.0,14.746488668685226
153,0.37617167500431214,1.0,1.0,14.690138372245976
154,0.9113651422872157,1.0,1.0,14.666794798073019
155,0.2897847151868252,1.0,1.0,14.608041121635393
156,0.8772018817883894,1.0,1.0,14.566002218001035
157,0.4466144682427355,1.0,1.0,14.527224929940594
158,0.9726354274893467,1.0,1.0,14.476094660376093
159,0.11081336305518914,1.0,1.0,14.442285307626362
160,0.36501324964113063,1.0,1.0,14.389616725864396
161,0.8629090126830143,1.0,1.0,14.316187509451893
162,0.3935827732367535,1.0,1.0,14.255952991845577
163,0.85686587560893,1.0,1.0,14.208647640300423
164,0.5652595380107531,1.0,1.0,14.17884421222684
165,0.9068161604915358,1.0,1.0,14.10639994953476
166,0.3998678045430065,1.0,1.0,14.056788395748326
167,0.9103165950118234,1.0,1.0,13.988615823328455
168,0.3488429108235751,1.0,1.0,13.96142993994446
169,0.9381952893607725,1.0,1.0,13.911444244168518
170,0.23945745790023265,1.0,1.0,13.870144745369712
171,0.6996392978065514,1.0,1.0,13.807587127769233
172,0.8743265571728189,1.0,1.0,13.752268186773813
173,0.47351885054578197,1.0,1.0,13.706936676158222
174,0.9378649521781336,1.0,1.0,13.651650750262661
175,0.27083009810915565,1.0,1.0,13.622107927322268
176,0.7879030350940089,1.0,1.0,13.550323154476729
177,0.5630006627359483,1.0,1.0,13.503952063000284
178,0.9569595352481322,1.0,1.0,13.446237919911276
179,0.13390799291237798,1.0,1.0,13.409162109256888
180,0.49607965568179846,1.0,1.0,13.350450889461447
181,0.889368396561221,1.0,1.0,13.30857745164687
182,0.34776384766734836,1.0,1.0,13.25294220850712
183,0.861320767664232,1.0,1.0,13.206663358586301
184,0.48871659257763134,1.0,1.0,13.162822654972157
185,0.9697867536925279,1.0,1.0,13.09653325375972
186,0.15828961648395248,1.0,1.0,13.0313413456138
187,0.47728741333460695,1.0,1.0,12.99633022024345
188,0.9059976411612494,1.0,1.0,12.946708187356426
189,0.3666510973802033,1.0,1.0,12.866058152326122
190,0.8729450024452629,1.0,1.0,12.811553426785496
191,0.3476893631233875,1.0,1.0,12.75265953242869
192,0.8822746481936683,1.0,1.0,12.684037062190095
193,0.4217203230733129,1.0,1.0,12.632498808196795
194,0.909202465900222,1.0,1.0,12.593164723382086
195,0.3140208717818266,1.0,1.0,12.551483143530398
196,0.8417838068581844,1.0,1.0,12.48593672350063
197,0.5268544976154809,1.0,1.0,12.422066984651135
198,0.9073232144080464,1.0,1.0,12.40713308735899
199,0.38029220163692123,1.0,1.0,12.352198682778935
200,0.9018004524840717,1.0,1.0,12.291971543434478
201,0.28341220989656113,1.0,1.0,12.23246064062382
202,0.7829019078123545,1.0,1.0,12.191606772354579
203,0.6236387124421207,1.0,1.0,12.127953711849553
204,0.9072226391594737,1.0,1.0,12.071385403953043
205,0.2631985964924548,1.0,1.0,12.016157887549822
206,0.7197608758732637,1.0,1.0,11.96844107779515
207,0.7829916770485978,1.0,1.0,11.917772564988782
208,0.6825592371901701,1.0,1.0,11.86124006648161
209,0.8185757943598789,1.0,1.0,11.80903254301761
210,0.5982172716613952,1.0,1.0,11.76142250907453
211,0.921218528842361,1.0,1.0,11.717041497141922
212,0.3064020756524633,1.0,1.0,11.659856069843999
213,0.8452903866266189,1.0,1.0,11.616611077842213
214,0.5468035025024368,1.0,1.0,11.557917836555582
215,0.9529395237957486,1.0,1.0,11.512587112910659
216,0.23068943261077685,1.0,1.0,11.455868945071785
217,0.6719355472963592,1.0,1.0,11.397272573956853
218,0.8553163769642065,1.0,1.0,11.337096068460509
219,0.46948298975231695,1.0,1.0,11.253896410137882
220,0.9278542880129474,1.0,1.0,11.218708325900776
221,0.2401501129767932,1.0,1.0,11.167451019771176
222,0.6221737735825217,1.0,1.0,11.126189111243837
223,0.8647938194520141,1.0,1.0,11.078346966131042
224,0.4796344042062132,1.0,1.0,11.029014965416252
225,0.9118121464063396,1.0,1.0,10.988316136079227
226,0.32825080498791437,1.0,1.0,10.930566931768132
227,0.81932423166673,1.0,1.0,10.889451613342482
228,0.6068556771141701,1.0,1.0,10.838781684305117
229,0.9972127988490798,1.0,1.0,10.795715817207796
230,0.02028250311352718,1.0,1.0,10.744055929763585
231,0.060278521510726504,1.0,1.0,10.692282190111863
232,0.16217029275768907,1.0,1.0,10.647801904588672
233,0.5082346875099052,1.0,1.0,10.602641684795403
234,0.9592746118815721,1.0,1.0,10.556556366531265
235,0.10252897317621101,1.0,1.0,10.513916899544135
236,0.3979497074175247,1.0,1.0,10.463179413086674
237,0.9242861383044441,1.0,1.0,10.415090156698673
238,0.23591468154801304,1.0,1.0,10.371046955200612
239,0.6518410943573367,1.0,1.0,10.314378701976235
240,0.8354512340496334,1.0,1.0,10.258621038352256
241,0.576579357125965,1.0,1.0,10.223444238429463
242,0.8818670931066951,1.0,1.0,10.191178180732209
243,0.38422311921639773,1.0,1.0,10.136004584428424
244,0.8806012736528183,1.0,1.0,10.07878006825447
245,0.3781529443931864,1.0,1.0,10.025497989496008
246,0.9477207834111785,1.0,1.0,9.97002412486157
247,0.18192973456673908,1.0,1.0,9.916019924773495
248,0.5974597765658106,1.0,1.0,9.862171590707002
249,0.9464674367944463,1.0,1.0,9.828901657484332
250,0.2500760626138169,1.0,1.0,9.79373636096797
251,0.750698780774836,1.0,1.0,9.75411025546305
252,0.7791882113206807,1.0,1.0,9.711508402290347
253,0.7105717699083124,1.0,1.0,9.66455305546607
254,0.7529156201663437,1.0,1.0,9.63181632078889
255,0.6965593024895151,1.0,1.0,9.570341005139639
256,0.8435448707029151,1.0,1.0,9.533859710716182
257,0.4639742340215862,1.0,1.0,9.46650465637631
258,0.9919692174271723,1.0,1.0,9.426448489455206
259,0.05334936776682127,1.0,1.0,9.37713900494399
260,0.16724340808385732,1.0,1.0,9.320706120497814
261,0.5413758926677192,1.0,1.0,9.277591994116037
262,0.9327220506921274,1.0,1.0,9.211641371151288
263,0.29886071553694,1.0,1.0,9.177984083452998
264,0.792844587695681,1.0,1.0,9.132410474548577
265,0.6272987207370796,1.0,1.0,9.092423799482555
266,0.8693563756009839,1.0,1.0,9.034304684067918
267,0.4479190962301329,1.0,1.0,8.994566100119206
268,0.9645781444782436,1.0,1.0,8.948779889542596
269,0.09548615230033954,1.0,1.0,8.90682482296178
270,0.29370735845597,1.0,1.0,8.871660564705468
271,0.7629660845661003,1.0,1.0,8.827038094066287
272,0.6713766356516631,1.0,1.0,8.78677517763265
273,0.8386128477969913,1.0,1.0,8.746539923254009
274,0.4863053285019535,1.0,1.0,8.697773100344607
275,0.9058808293810336,1.0,1.0,8.655652756786546
276,0.29519653628713566,1.0,1.0,8.608846806826294
277,0.7573460215412415,1.0,1.0,8.564467048076992
278,0.7512212801081943,1.0,1.0,8.525135505270118
279,0.7095195434163265,1.0,1.0,8.508805157196852
280,0.7936331816553531,1.0,1.0,8.468035224686641
281,0.6050008370571871,1.0,1.0,8.41194140436608
282,0.8947930131980444,1.0,1.0,8.378541823341706
283,0.32089028789917645,1.0,1.0,8.342428899572434
284,0.9168770599157119,1.0,1.0,8.305027629713624
285,0.3185848326839757,1.0,1.0,8.263395673838529
286,0.7543022204433213,1.0,1.0,8.220167895615347
287,0.7663628218816254,1.0,1.0,8.184035495407256
288,0.7418585703426029,1.0,1.0,8.122647079241032
289,0.7617130873666642,1.0,1.0,8.101128787298217
290,0.7408862067224579,1.0,1.0,8.054917528146612
291,0.7570151214836636,1.0,1.0,8.011044790038712
292,0.7388156764114947,1.0,1.0,7.969573803716133
293,0.7407173443224034,1.0,1.0,7.92358320690467
294,0.6823009522327953,1.0,1.0,7.890023345947515
295,0.8285080400088369,1.0,1.0,7.845843423667784
296,0.5499107640156637,1.0,1.0,7.8035058908127715
297,0.9692862160260274,1.0,1.0,7.762551868782274
298,0.1555176986101711,1.0,1.0,7.722742507056108
299,0.5546636673863778,1.0,1.0,7.684802039833378
300,0.9230342534064477,1.0,1.0,7.6366928117913435
301,0.2761481959370293,1.0,1.0,7.601675004140904
302,0.7599911912020654,1.0,1.0,7.569612263461191
303,0.6879157474587663,1.0,1.0,7.5256978289309835
304,0.7595373018172492,1.0,1.0,7.491094520621816
305,0.7087073209376586,1.0,1.0,7.438269665921448
306,0.691217088513775,1.0,1.0,7.4137435993617355
307,0.8198963244520198,1.0,1.0,7.37117337095121
308,0.5622504536375263,1.0,1.0,7.328244089703336
309,0.9718810818076697,1.0,1.0,7.286932059008688
310,0.08004791510236953,1.0,1.0,7.245229111113246
311,0.2715282270634857,1.0,1.0,7.208358328064908
312,0.75868211932519,1.0,1.0,7.16828690852342
313,0.6953563948593376,1.0,1.0,7.124363252833334
314,0.7801662855486164,1.0,1.0,7.09594935463612
315,0.6744337534741136,1.0,1.0,7.059593123705246
316,0.8106100867581351,1.0,1.0,7.013871126321213
317,0.6448457635763406,1.0,1.0,6.992291730871337
318,0.8482804364782857,1.0,1.0,6.9595322811845435
319,0.48376245859476136,1.0,1.0,6.935331259890557
320,0.9704422274025756,1.0,1.0,6.901733076797275
321,0.1265197506870219,1.0,1.0,6.861609518015773
322,0.42080960952290986,1.0,1.0,6.833408607195103
323,1.0,1.0,1.0,6.7985360504835555
324,0.07478398847485089,1.0,1.0,6.754340475540664
325,0.24716517670053306,1.0,1.0,6.710174748491915
326,0.7226081960205668,1.0,1.0,6.689388256281093
327,0.7957436631252952,1.0,1.0,6.654448187970083
328,0.6482170571131078,1.0,1.0,6.611084010080858
329,0.8517851955998605,1.0,1.0,6.578423650983097
330,0.45576442971944464,1.0,1.0,6.538832936059919
331,0.9379461114014268,1.0,1.0,6.512020010286264
332,0.1954994152794559,1.0,1.0,6.465707407168287
333,0.6083140485682957,1.0,1.0,6.436849095068751
334,0.9088161009228726,1.0,1.0,6.395014173065557
335,0.35167942164151866,1.0,1.0,6.359408124789827
336,0.8658222540534544,1.0,1.0,6.319611454880253
337,0.4450768066124108,1.0,1.0,6.291448266340085
338,0.8436055583976566,1.0,1.0,6.2528828910060374
339,0.5357661664707977,1.0,1.0,6.218843345030045
340,1.0,1.0,1.0,6.184259355524954
341,0.04061314915998767,1.0,1.0,6.154918957692427
342,0.14005904093003424,1.0,1.0,6.131251299175083
343,0.46930454231880464,1.0,1.0,6.0945165224590845
344,0.8807022149095791,1.0,1.0,6.053223414806048
345,0.3475612325190597,1.0,1.0,6.0227412952533
346,0.8364044604463255,1.0,1.0,5.993992013568798
347,0.4998749454910671,1.0,1.0,5.969048912041963
348,0.9221450226765989,1.0,1.0,5.94499265061338
349,0.2653516569744864,1.0,1.0,5.903131863764953
350,0.7609046576564685,1.0,1.0,5.871291943977772
351,0.6865240940156243,1.0,1.0,5.840242178065837
352,0.7590635043884932,1.0,1.0,5.820521203135754
353,0.7105675480002885,1.0,1.0,5.783926674079398
354,0.8058926455828351,1.0,1.0,5.746432769411348
355,0.6237969769073857,1.0,1.0,5.7123234280816995
356,0.992443963726895,1.0,1.0,5.6753317652255095
357,0.030028388436603954,1.0,1.0,5.64792738324878
358,0.16666035295191536,1.0,1.0,5.621710683888497
359,0.5680295893548226,1.0,1.0,5.595025960047195
360,0.973104632785011,1.0,1.0,5.5681378102056245
361,0.040557346564421,1.0,1.0,5.5324655495132165
362,0.10476518400464808,1.0,1.0,5.504014633901692
363,0.3017191873472996,1.0,1.0,5.466499434548848
364,0.791340234841331,1.0,1.0,5.449261415102654
365,0.6331246939277761,1.0,1.0,5.431768261783852
366,0.8626409429703962,1.0,1.0,5.407819239918555
367,0.43792804691008874,1.0,1.0,5.379711282861852
368,0.9511731368924555,1.0,1.0,5.350794820149503
369,0.1900437298027505,1.0,1.0,5.316328729129469
370,0.5685780667008815,1.0,1.0,5.28483027023355
371,0.9212791065994915,1.0,1.0,5.259645696214944
372,0.2505854111852812,1.0,1.0,5.218678494501543
373,0.7135489341113712,1.0,1.0,5.1916251883718765
374,0.7295194566413127,1.0,1.0,5.15913455744736
375,0.8248154856796869,1.0,1.0,5.133162501984346
376,0.6126589716170125,1.0,1.0,5.102972593635721
377,0.8421984318789899,1.0,1.0,5.080609201907874
378,0.4781912733586782,1.0,1.0,5.0594481519214884
379,1.0,1.0,1.0,5.032186086671962
380,0.0,1.0,1.0,4.999413447046722
381,1.5651949222344647e-05,1.0,1.0,4.968901960288385
382,0.02007643639063587,1.0,1.0,4.941261969259787
383,0.09103127641034273,1.0,1.0,4.916052788228376
384,0.29744522243621835,1.0,1.0,4.895278649469116
385,0.8134496216877947,1.0,1.0,4.867468690666524
386,0.6114752226633725,1.0,1.0,4.8418145946513516
387,0.9195223128778044,1.0,1.0,4.820921424534807
388,0.31874534859713877,1.0,1.0,4.798584982501227
389,0.8873421270887991,1.0,1.0,4.774544091531107
390,0.3786461919664046,1.0,1.0,4.752394472434477
391,0.8688142258684625,1.0,1.0,4.729971637454519
392,0.45642975943601033,1.0,1.0,4.707989758222012
393,0.9230725681144926,1.0,1.0,4.671588869742851
394,0.20619583612160264,1.0,1.0,4.64690012038219
395,0.6048260633035983,1.0,1.0,4.6134656384528485
396,0.9005518209147643,1.0,1.0,4.590664538244493
397,0.37085780594473,1.0,1.0,4.572797901174766
398,0.8724004902423511,1.0,1.0,4.548837188916387
399,0.39286881547430813,1.0,1.0,4.524999787641659
400,0.9315962435861225,1.0,1.0,4.497767488337119
401,0.30736632342754494,1.0,1.0,4.469817491863165
402,0.8404749123965649,1.0,1.0,4.445617259699037
403,0.5157250432300047,1.0,1.0,4.4236662396484885
404,0.9311816142334065,1.0,1.0,4.399522836487602
405,0.18279049475321424,1.0,1.0,4.37428982384432
406,0.537623479651898,1.0,1.0,4.343990380453942
407,0.9464498263801301,1.0,1.0,4.320475597330906
408,0.15098628420562488,1.0,1.0,4.302985572334876
409,0.4501188962803902,1.0,1.0,4.2816282595145285
410,0.9092211594545588,1.0,1.0,4.26224511220973
411,0.301820595977787,1.0,1.0,4.2441586559561575
412,0.7875293174225418,1.0,1.0,4.22585549848811
413,0.6741661376903177,1.0,1.0,4.202860339585412
414,0.8206721762055371,1.0,1.0,4.183004866572999
415,0.5279139478977067,1.0,1.0,4.159385767202144
416,0.9518701181849668,1.0,1.0,4.13452060998122
417,0.193461365875437,1.0,1.0,4.1046632508293985
418,0.5382022067655644,1.0,1.0,4.076060190597772
419,0.9537151314614246,1.0,1.0,4.055555980567572
420,0.12531793570964714,1.0,1.0,4.0334498363988835
421,0.4477742092749979,1.0,1.0,4.016670411968456
422,0.9326450342559511,1.0,1.0,3.9965603426667213
423,0.2335612922995236,1.0,1.0,3.9763035151548434
424,0.696086292755676,1.0,1.0,3.956450595795429
425,0.8306913276194696,1.0,1.0,3.9356162972018507
426,0.49577174978956445,1.0,1.0,3.9132196884332133
427,0.957788748374685,1.0,1.0,3.8939478339470845
428,0.16393465850662123,1.0,1.0,3.8705241581950123
429,0.48231204638416403,1.0,1.0,3.844288102182212
430,0.9651883025922529,1.0,1.0,3.8221403805097354
431,0.13524447273346582,1.0,1.0,3.802076936446093
432,0.4193769714663085,1.0,1.0,3.7825432164768427
433,0.8938125353385474,1.0,1.0,3.7691384676228794
434,0.3431625141540746,1.0,1.0,3.7491486444188817
435,0.843014239014988,1.0,1.0,3.7301849285461213
436,0.48656176441218346,0.9981220228852455,1.0,3.713937638786432
437,0.9702920247655059,1.0,1.0,4.877924134170618
438,0.05537666729116789,1.0,1.0,3.816422125752222
439,0.1965493047411124,1.0,1.0,3.7903770663943517
440,0.5712786205622936,0.9997294034753734,1.0,3.7706305266130773
441,0.927078361402914,0.9997893390024406,1.0,3.92123566003481
442,0.1576246233497719,0.9975495476371903,1.0,3.884470189609904
443,0.4958886670429236,1.0,1.0,5.292334703160252
444,0.9481463019735564,1.0,1.0,3.9111099206156235
445,0.18868838009170594,1.0,1.0,3.894542073761393
446,0.6063354913265174,1.0,1.0,3.872140578669589
447,0.9042261082746867,1.0,1.0,3.8555730030812962
448,0.2909069560293806,0.9984922952892158,1.0,3.834523697923245
449,0.739573389216673,1.0,1.0,4.731213465189453
450,0.6931089666803768,1.0,1.0,3.893112544943836
451,0.788805995201611,0.9978276215419635,1.0,3.868386722309773
452,0.5825790793693395,1.0,1.0,5.188864264210215
453,0.9549397974154206,1.0,1.0,3.9949752760724966
454,0.2502403494587323,1.0,1.0,3.9705608002343373
455,0.7111521752327716,1.0,1.0,3.94687257190527
456,0.7453462285781621,1.0,1.0,3.9262850442183597
457,0.7402938157290593,0.9958316685617798,1.0,3.903943887324789
458,0.7390895518844249,1.0,1.0,6.445582415718848
459,0.7202457948049039,1.0,1.0,4.160241296582031
460,0.7883429326378019,1.0,1.0,4.134814393909485
461,0.5907182316081468,1.0,1.0,4.109183981902444
462,0.9617791471080797,1.0,1.0,4.088052161516273
463,0.06000939886802174,1.0,1.0,4.0678040884748095
464,0.20687874098266845,1.0,1.0,4.038845747075897
465,0.6426510830509061,1.0,1.0,4.014781302851618
466,0.8600720706759223,0.9967066623977019,1.0,3.9892528505684357
467,0.4813481654901563,1.0,1.0,5.9334086598035745
468,0.9779506514357235,1.0,1.0,4.177029129569365
469,0.09496239003136334,1.0,1.0,4.1532757659801565
470,0.3358397495791717,1.0,1.0,4.136481143508046
471,0.8981276608522828,1.0,1.0,4.115129524839945
472,0.3902452656692438,1.0,1.0,4.090425490080816
473,0.8962878190070139,0.9994256506653676,1.0,4.059237642295469
474,0.38051314650589363,1.0,1.0,4.367890002596493
475,0.9439986330187145,0.9983030685262407,1.0,4.061432352753796
476,0.1278429595894785,1.0,1.0,5.0206990989471
477,0.47807848087034666,1.0,1.0,4.141228888294329
478,0.9463319077962591,1.0,1.0,4.120015439376554
479,0.22787498612578766,1.0,1.0,4.099911033810556
480,0.6659964142153555,0.9959092012824902,1.0,4.074015771719308
481,0.8338530331010091,1.0,1.0,6.458380079257219
482,0.5221758943868244,1.0,1.0,4.317687149866035
483,0.9688470124400116,1.0,1.0,4.294147373738611
484,0.10619256000511401,1.0,1.0,4.274695698586766
485,0.35947555729900366,1.0,1.0,4.2535172043279275
486,0.8695991827145493,1.0,1.0,4.232042564077456
487,0.4710350968053777,1.0,1.0,4.217445422944543
488,0.9855604472760272,1.0,1.0,4.205306429171906
489,0.10958965993570682,1.0,1.0,4.177481671242472
490,0.3684353810680372,1.0,1.0,4.155745985027014
491,0.929481803592529,0.9969242657827752,1.0,4.128582619794426
492,0.2706018853193733,1.0,1.0,5.88010540658714
493,0.6850428194489104,1.0,1.0,4.304673789648831
494,0.8416293382230555,1.0,1.0,4.275829723455326
495,0.5169153021627722,1.0,1.0,4.252129332965182
496,0.9730529783310976,1.0,1.0,4.222177642919212
497,0.10003375910918816,1.0,1.0,4.203311162982526
498,0.3074185398991531,0.9992649000576949,1.0,4.179409621940956
499,0.856557095991208,1.0,1.0,4.571330323935735
